,value,trip_class,origin,number_of_changes,gate,found_at,distance,destination,depart_date,airline,actual
2270,14011.0,0,MOW,2.0,Kiwi.com,2022-02-07T18:28:56,0,SCN,2022-06-25,W9,True
2271,2280.0,0,MOW,0.0,Azimuth,2022-02-08T15:02:09,0,PKV,2022-06-06,A4,True
2272,13926.0,0,MOW,2.0,Kiwi.com,2022-02-02T17:07:44,0,JKL,2022-06-06,BT,True
2273,18307.0,0,MOW,1.0,SuperKassa.ru,2022-02-03T07:35:06,0,НЖГ,2022-06-04,U6,True
2274,14013.0,0,MOW,2.0,Kiwi.com,2022-02-04T18:19:27,0,TUN,2022-06-13,TU,True
2275,12174.0,0,MOW,1.0,Trip.com,2022-02-07T12:36:21,0,KGS,2022-06-01,A3,True
2276,29061.0,0,MOW,2.0,Kiwi.com,2022-02-09T07:24:25,0,SWF,2022-06-12,OG,True
2277,26560.0,0,MOW,1.0,City.Travel,2022-02-06T11:32:48,0,KGL,2022-06-01,WB,True
2278,31642.0,0,MOW,1.0,OneTwoTrip,2022-02-06T11:31:53,0,PAP,2022-06-01,SU,True
2279,10929.0,0,MOW,1.0,Mytrip.com,2022-02-06T12:16:27,0,PLQ,2022-06-30,BT,True
2280,9086.0,0,MOW,1.0,Kiwi.com,2022-02-04T21:53:35,0,ORK,2022-06-27,BA,True
2281,28923.0,0,MOW,3.0,Trip.com,2022-02-04T05:14:53,0,DLA,2022-06-15,AT,True
2282,7857.0,0,MOW,1.0,City.Travel️,2022-02-07T09:38:48,0,VNO,2022-06-05,AY,True
2283,8651.0,0,MOW,1.0,KupiBilet.ru,2022-02-03T09:26:55,0,BUH,2022-06-02,S7,True
2284,34128.0,0,MOW,1.0,OneTwoTrip,2022-02-07T00:28:07,0,POP,2022-06-11,SU,True
2285,2549.0,0,MOW,0.0,SuperSaver,2022-02-09T10:36:26,0,LED,2022-06-03,DP,True
2286,32394.0,0,MOW,1.0,Mytrip.com,2022-02-06T06:06:26,0,JKT,2022-06-24,EY,True
2287,14473.0,0,MOW,1.0,Mytrip.com,2022-02-07T15:48:13,0,PXO,2022-06-01,TP,True
2288,5454.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T21:47:21,0,VIE,2022-06-12,W6,True
2289,11572.0,0,MOW,3.0,Tickets.ru,2022-02-04T16:34:38,0,AAR,2022-06-17,W6,True
2290,16575.0,0,MOW,2.0,Kiwi.com,2022-02-08T10:25:00,0,DJE,2022-06-01,TB,True
2291,29307.0,0,MOW,1.0,MyHolidays,2022-02-05T14:16:36,0,ORL,2022-06-01,SU,True
2292,3904.0,0,MOW,0.0,City.Travel,2022-02-09T09:12:26,0,ARH,2022-06-22,5N,True
2293,30410.0,0,MOW,2.0,Kiwi.com,2022-02-05T20:36:41,0,RIC,2022-06-10,TK,True
2294,8902.0,0,MOW,2.0,Kiwi.com,2022-02-04T05:18:36,0,OPO,2022-06-24,W6,True
2295,31171.0,0,MOW,1.0,Kiwi.com,2022-02-08T19:45:19,0,FCA,2022-06-03,SU,True
2296,19446.0,0,MOW,2.0,OneTwoTrip,2022-02-08T18:50:50,0,NBO,2022-06-01,QR,True
2297,22197.0,0,MOW,3.0,Trip.com,2022-02-07T08:52:37,0,OZG,2022-06-01,AT,True
2298,16517.0,0,MOW,1.0,OneTwoTrip,2022-02-09T06:56:34,0,SEL,2022-06-30,S7,True
2299,19287.0,0,MOW,2.0,Kiwi.com,2022-02-02T14:19:42,0,OST,2022-06-13,BA,True
2300,3444.0,0,MOW,0.0,KupiBilet.ru,2022-02-07T13:36:19,0,ULY,2022-06-07,S7,True
2301,14531.0,0,MOW,1.0,SuperSaver,2022-02-05T17:44:29,0,KZO,2022-06-08,KC,True
2302,3554.0,0,MOW,0.0,City.Travel,2022-02-09T05:01:25,0,VOZ,2022-06-07,S7,True
2303,6312.0,0,MOW,1.0,Kiwi.com,2022-02-09T08:54:15,0,LWN,2022-06-14,A4,True
2304,33560.0,0,MOW,2.0,Kiwi.com,2022-02-02T11:56:02,0,GNV,2022-06-02,SU,True
2305,17385.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T01:34:07,0,PYJ,2022-06-15,DP,True
2306,34781.0,0,MOW,2.0,Kiwi.com,2022-02-04T05:36:29,0,IND,2022-06-06,TK,True
2307,5030.0,0,MOW,0.0,MEGO.travel,2022-02-07T07:22:12,0,KVK,2022-06-03,D2,True
2308,16219.0,0,MOW,2.0,Kiwi.com,2022-02-05T20:25:01,0,YEI,2022-06-10,PC,True
2309,18423.0,0,MOW,3.0,Aviakassa,2022-02-09T09:13:22,0,CMB,2022-06-18,5W,True
2310,9577.0,0,MOW,1.0,City.Travel,2022-02-08T13:12:19,0,AGA,2022-06-05,AF,True
2311,29036.0,0,MOW,3.0,Aviakassa,2022-02-03T09:07:06,0,PHL,2022-06-05,TK,True
2312,5830.0,0,MOW,0.0,S7 Airlines,2022-02-09T08:30:52,0,UGC,2022-06-07,S7,True
2313,7041.0,0,MOW,1.0,SuperKassa.ru,2022-02-08T20:12:42,0,NOZ,2022-06-01,5N,True
2314,9138.0,0,MOW,2.0,Kiwi.com,2022-02-08T07:40:00,0,BJV,2022-06-08,N4,True
2315,8425.0,0,MOW,1.0,Kiwi.com,2022-02-08T06:51:22,0,NTE,2022-06-30,W9,True
2316,2473.0,0,MOW,0.0,SuperKassa.ru,2022-02-08T21:51:08,0,MMK,2022-06-03,Y7,True
2317,22922.0,0,MOW,1.0,SuperSaver,2022-02-08T16:21:34,0,MIA,2022-06-08,TK,True
2318,28403.0,0,MOW,1.0,KupiBilet.ru,2022-02-05T03:47:48,0,BNA,2022-06-14,SU,True
2319,10190.0,0,MOW,2.0,Kiwi.com,2022-02-07T21:03:27,0,EFL,2022-06-14,BA,True
2320,5768.0,0,MOW,1.0,Kiwi.com,2022-02-09T09:57:29,0,MIL,2022-06-28,W9,True
2321,10390.0,0,MOW,1.0,Kiwi.com,2022-02-07T20:11:45,0,KYA,2022-06-26,PC,True
2322,7510.0,0,MOW,2.0,Kiwi.com,2022-02-03T08:15:14,0,DUS,2022-06-29,W6,True
2323,11726.0,0,MOW,1.0,Kiwi.com,2022-02-07T06:22:40,0,VAN,2022-06-27,PC,True
2324,3499.0,0,MOW,0.0,OneTwoTrip,2022-02-08T01:51:23,0,NBC,2022-06-02,DP,True
2325,22153.0,0,MOW,1.0,City.Travel,2022-02-07T03:38:51,0,ZNZ,2022-06-02,FZ,True
2326,12581.0,0,MOW,0.0,SuperSaver,2022-02-09T09:19:56,0,ALA,2022-06-15,KC,True
2327,13433.0,0,MOW,2.0,Kiwi.com,2022-02-07T23:22:40,0,RTM,2022-06-01,BA,True
2328,8874.0,0,MOW,0.0,Tinkoff,2022-02-09T06:57:18,0,DLM,2022-06-19,DP,True
2329,17215.0,0,MOW,2.0,Kiwi.com,2022-02-09T09:25:09,0,KTM,2022-06-04,5W,True
2330,32638.0,0,MOW,1.0,TAP Portugal,2022-02-07T21:34:29,0,CKY,2022-06-22,TP,True
2331,2942.0,0,MOW,0.0,OZON,2022-02-07T20:12:27,0,UFA,2022-06-05,U6,True
2332,5011.0,0,MOW,0.0,OZON,2022-02-07T16:29:21,0,IJK,2022-06-11,SU,True
2333,27383.0,0,MOW,1.0,SuperKassa.ru,2022-02-09T07:06:53,0,SJO,2022-06-10,SU,True
2334,10549.0,0,MOW,1.0,KupiBilet.ru,2022-02-03T07:06:34,0,PMF,2022-06-23,SU,True
2335,32081.0,0,MOW,4.0,KupiBilet.ru,2022-02-05T13:33:05,0,AHB,2022-06-19,5W,True
2336,11000.0,0,MOW,0.0,BiletDV.ru,2022-02-09T01:18:24,0,UUS,2022-06-26,FV,True
2337,31033.0,0,MOW,2.0,Mytrip.com,2022-02-02T23:53:07,0,GBE,2022-06-08,EY,True
2338,31286.0,0,MOW,2.0,MEGO.travel,2022-02-09T08:58:03,0,CLT,2022-06-01,SU,True
2339,26940.0,0,MOW,3.0,KupiBilet.ru,2022-02-03T17:48:30,0,VNS,2022-06-02,TK,True
2340,10644.0,0,MOW,1.0,City.Travel,2022-02-09T08:21:36,0,GNJ,2022-06-06,TK,True
2341,10655.0,0,MOW,1.0,City.Travel,2022-02-08T06:31:33,0,BIO,2022-06-04,TP,True
2342,32460.0,0,MOW,3.0,OneTwoTrip,2022-02-08T19:58:45,0,LIM,2022-06-01,AM,True
2343,16808.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T10:29:34,0,BKK,2022-06-19,S7,True
2344,33190.0,0,MOW,2.0,Kiwi.com,2022-02-05T08:42:32,0,WDH,2022-06-01,EY,True
2345,34669.0,0,MOW,2.0,Tickets.ru,2022-02-04T13:08:48,0,GDL,2022-06-03,TK,True
2346,21799.0,0,MOW,2.0,Kiwi.com,2022-02-08T18:05:30,0,LYR,2022-06-17,BA,True
2347,3749.0,0,MOW,0.0,OneTwoTrip,2022-02-04T12:41:29,0,IGT,2022-06-03,DP,True
2348,5737.0,0,MOW,0.0,Вэртас,2022-02-09T02:25:57,0,UCT,2022-06-14,D2,True
2349,8993.0,0,MOW,1.0,Kiwi.com,2022-02-06T14:14:56,0,AMM,2022-06-25,FR,True
2350,27935.0,0,MOW,2.0,Mytrip.com,2022-02-07T21:01:17,0,USM,2022-06-25,EY,True
2351,28928.0,0,MOW,2.0,Kiwi.com,2022-02-07T17:31:00,0,LAS,2022-06-08,TK,True
2352,25524.0,0,MOW,3.0,Trip.com,2022-02-07T21:49:13,0,ACC,2022-06-01,AT,True
2353,24967.0,0,MOW,2.0,Kiwi.com,2022-02-07T10:04:33,0,OSA,2022-06-16,S7,True
2354,10102.0,0,MOW,2.0,Kiwi.com,2022-02-08T06:49:25,0,SVG,2022-06-06,AY,True
2355,9102.0,0,MOW,2.0,Kiwi.com,2022-02-03T12:51:48,0,GOA,2022-06-27,W6,True
2356,22683.0,0,MOW,2.0,Kiwi.com,2022-02-07T20:19:13,0,BJL,2022-06-16,SU,True
2357,6053.0,0,MOW,1.0,Biletix,2022-02-05T10:04:46,0,NJC,2022-06-27,UT,True
2358,2219.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T05:24:56,0,ROV,2022-06-08,R3,True
2359,18090.0,0,MOW,2.0,KupiBilet.ru,2022-02-07T01:46:09,0,KKN,2022-06-23,SK,True
2360,7463.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T17:09:27,0,BCN,2022-06-28,W9,True
2361,5080.0,0,MOW,0.0,Red Wings,2022-02-09T03:03:13,0,SKX,2022-06-06,WZ,True
2362,7261.0,0,MOW,1.0,Aviakassa,2022-02-07T14:30:14,0,RIX,2022-06-01,AY,True
2363,4423.0,0,MOW,1.0,OneTwoTrip,2022-02-07T14:50:22,0,HEL,2022-06-16,S7,True
2364,13487.0,0,MOW,1.0,SuperSaver,2022-02-07T22:27:52,0,ASB,2022-06-01,TK,True
2365,10049.0,0,MOW,2.0,Kiwi.com,2022-02-08T22:26:20,0,TOS,2022-06-21,W9,True
2366,8823.0,0,MOW,1.0,Kiwi.com,2022-02-07T08:13:38,0,ODS,2022-06-25,W9,True
2367,16540.0,0,MOW,2.0,MEGO.travel,2022-02-08T14:20:10,0,REG,2022-06-11,KL,True
2368,3499.0,0,MOW,0.0,OneTwoTrip,2022-02-09T10:27:31,0,KZN,2022-06-29,DP,True
2369,2730.0,0,MOW,0.0,OneTwoTrip,2022-02-09T08:25:26,0,SGC,2022-06-22,DP,True
2370,4412.0,0,MOW,0.0,S7 Airlines,2022-02-07T15:59:35,0,PEZ,2022-06-05,S7,True
2371,20220.0,0,MOW,1.0,MEGO.travel,2022-02-08T20:58:59,0,AVN,2022-06-29,AF,True
2372,25166.0,0,MOW,2.0,Kiwi.com,2022-02-08T11:18:44,0,FUK,2022-06-16,S7,True
2373,6882.0,0,MOW,1.0,Kiwi.com,2022-02-08T13:08:05,0,CGN,2022-06-21,W9,True
2374,25507.0,0,MOW,1.0,Mytrip.com,2022-02-08T20:36:44,0,MRU,2022-06-15,LX,True
2375,14548.0,0,MOW,0.0,KupiBilet.ru,2022-02-07T01:02:45,0,NER,2022-06-01,S7,True
2376,8261.0,0,MOW,1.0,Kiwi.com,2022-02-03T09:43:54,0,AOI,2022-06-30,W9,True
2377,29404.0,0,MOW,3.0,Aviakassa,2022-02-09T07:53:20,0,SYD,2022-06-06,JQ,True
2378,8190.0,0,MOW,1.0,MEGO.travel,2022-02-08T03:01:22,0,KRK,2022-06-06,AY,True
2379,31289.0,0,MOW,2.0,Kiwi.com,2022-02-02T21:08:05,0,OKA,2022-06-01,EY,True
2380,22732.0,0,MOW,2.0,KupiBilet.ru,2022-02-06T19:07:46,0,DYR,2022-06-25,S7,True
2381,19768.0,0,MOW,3.0,KupiBilet.ru,2022-02-08T13:27:39,0,YMQ,2022-06-08,WS,True
2382,18603.0,0,MOW,1.0,Mytrip.com,2022-02-07T09:40:58,0,DAC,2022-06-21,EY,True
2383,8718.0,0,MOW,1.0,Kiwi.com,2022-02-09T08:37:14,0,LWO,2022-06-25,W6,True
2384,7407.0,0,MOW,1.0,Aviakassa,2022-02-08T15:30:49,0,TRD,2022-06-09,AY,True
2385,9589.0,0,MOW,1.0,Kiwi.com,2022-02-08T05:28:50,0,DBV,2022-06-28,W9,True
2386,11932.0,0,MOW,1.0,Aviakassa,2022-02-08T07:37:44,0,DRS,2022-06-19,KL,True
2387,15722.0,0,MOW,2.0,KupiBilet.ru,2022-02-07T02:40:21,0,LXR,2022-06-27,A3,True
2388,1283.0,0,MOW,0.0,Kiwi.com,2022-02-09T10:35:36,0,AUH,2022-06-06,5W,True
2389,8898.0,0,MOW,2.0,Kiwi.com,2022-02-05T11:04:42,0,ZTH,2022-06-28,W9,True
2390,17450.0,0,MOW,1.0,OneTwoTrip,2022-02-07T15:17:04,0,YKS,2022-06-14,S7,True
2391,4695.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T10:37:30,0,IKU,2022-06-10,S7,True
2392,8142.0,0,MOW,1.0,Trip.com,2022-02-09T01:08:38,0,TBS,2022-06-08,A3,True
2393,5969.0,0,MOW,1.0,OZON,2022-02-09T09:23:42,0,BAX,2022-06-01,5N,True
2394,33869.0,0,MOW,3.0,Kissandfly,2022-02-04T10:47:06,0,PNS,2022-06-22,EK,True
2395,32214.0,0,MOW,2.0,City.Travel️,2022-02-08T20:10:46,0,DEN,2022-06-20,TK,True
2396,5290.0,0,MOW,1.0,Kiwi.com,2022-02-04T00:28:24,0,CPH,2022-06-20,W6,True
2397,21673.0,0,MOW,1.0,SuperSaver,2022-02-07T17:41:45,0,ADD,2022-06-17,TK,True
2398,13167.0,0,MOW,2.0,Kiwi.com,2022-02-08T07:53:43,0,EVE,2022-06-20,W6,True
2399,31239.0,0,MOW,2.0,Mytrip.com,2022-02-09T07:39:41,0,UIO,2022-06-14,SU,True
2400,6239.0,0,MOW,1.0,Kiwi.com,2022-02-08T11:23:34,0,PMI,2022-06-25,W9,True
2401,20133.0,0,MOW,1.0,Aviakassa,2022-02-08T12:47:40,0,SGN,2022-06-05,TK,True
2402,3885.0,0,MOW,0.0,Utair,2022-02-09T10:31:30,0,AER,2022-06-06,UT,True
2403,9886.0,0,MOW,1.0,Aviakassa,2022-02-06T11:00:29,0,TAY,2022-06-20,AY,True
2404,20866.0,0,MOW,2.0,KupiBilet.ru,2022-02-08T18:03:06,0,YTO,2022-06-25,WS,True
2405,8738.0,0,MOW,1.0,Kiwi.com,2022-02-09T09:26:32,0,FNC,2022-06-13,BA,True
2406,12178.0,0,MOW,0.0,S7 Airlines,2022-02-08T16:15:19,0,HRG,2022-06-05,S7,True
2407,8964.0,0,MOW,2.0,KupiBilet.ru,2022-02-06T20:31:58,0,LPA,2022-06-21,FR,True
2408,11370.0,0,MOW,1.0,MEGO.travel,2022-02-02T21:00:45,0,SJJ,2022-06-01,PC,True
2409,13598.0,0,MOW,1.0,SuperKassa.ru,2022-02-07T06:11:09,0,MJZ,2022-06-21,WZ,True
2410,26810.0,0,MOW,2.0,SuperSaver,2022-02-06T12:39:41,0,BOG,2022-06-13,SU,True
2411,8263.0,0,MOW,1.0,Kiwi.com,2022-02-08T22:02:21,0,PSA,2022-06-23,W9,True
2412,9904.0,0,MOW,2.0,Kiwi.com,2022-02-07T12:06:11,0,WRO,2022-06-22,W9,True
2413,14852.0,0,MOW,1.0,Mytrip.com,2022-02-09T03:12:05,0,DKR,2022-06-03,TP,True
2414,32879.0,0,MOW,2.0,Aviakassa,2022-02-08T13:42:08,0,MEL,2022-06-01,TK,True
2415,14397.0,0,MOW,2.0,KupiBilet.ru,2022-02-08T08:12:49,0,HTA,2022-06-04,UT,True
2416,27658.0,0,MOW,1.0,Tinkoff,2022-02-06T04:36:24,0,GUA,2022-06-03,SU,True
2417,10529.0,0,MOW,2.0,Kiwi.com,2022-02-07T13:34:48,0,BOO,2022-06-06,AY,True
2418,5800.0,0,MOW,0.0,ИрАэро,2022-02-07T09:54:07,0,EYK,2022-06-09,IO,True
2419,2749.0,0,MOW,0.0,OneTwoTrip,2022-02-09T06:49:29,0,TJM,2022-06-14,DP,True
2420,3299.0,0,MOW,0.0,OneTwoTrip,2022-02-08T17:15:39,0,PEE,2022-06-04,DP,True
2421,32247.0,0,MOW,2.0,Biletix,2022-02-08T18:20:41,0,GAN,2022-06-10,EY,True
2422,6777.0,0,MOW,1.0,Kiwi.com,2022-02-08T07:49:41,0,MRS,2022-06-21,W9,True
2423,10527.0,0,MOW,2.0,Mytrip.com,2022-02-04T15:53:01,0,CLJ,2022-06-03,TK,True
2424,25723.0,0,MOW,2.0,Aviakassa,2022-02-08T11:19:53,0,MNL,2022-06-10,S7,True
2425,3199.0,0,MOW,0.0,OneTwoTrip,2022-02-08T12:03:14,0,KRO,2022-06-21,DP,True
2426,17467.0,0,MOW,3.0,Aviakassa,2022-02-06T15:15:55,0,GOI,2022-06-17,EY,True
2427,19831.0,0,MOW,2.0,KupiBilet.ru,2022-02-02T19:18:12,0,ALF,2022-06-17,DY,True
2428,6768.0,0,MOW,0.0,Uzbekistan airways,2022-02-04T19:22:31,0,FEG,2022-06-25,HY,True
2429,4618.0,0,MOW,0.0,SuperKassa.ru,2022-02-09T10:29:47,0,KIV,2022-06-25,SU,True
2430,10291.0,0,MOW,2.0,KupiBilet.ru,2022-02-02T17:16:47,0,KUN,2022-06-09,AY,True
2431,7311.0,0,MOW,1.0,Kiwi.com,2022-02-09T04:17:27,0,ZAG,2022-06-21,W9,True
2432,7047.0,0,MOW,0.0,MEGO.travel,2022-02-08T01:18:00,0,AZN,2022-06-22,HY,True
2433,7642.0,0,MOW,2.0,Kiwi.com,2022-02-05T10:18:18,0,AHO,2022-06-28,W9,True
2434,10136.0,0,MOW,2.0,OneTwoTrip,2022-02-08T18:29:28,0,ANK,2022-06-01,5W,True
2435,8933.0,0,MOW,1.0,Kiwi.com,2022-02-06T10:00:44,0,NAP,2022-06-01,A3,True
2436,10357.0,0,MOW,1.0,Kiwi.com,2022-02-09T10:19:02,0,BOJ,2022-06-02,S7,True
2437,8126.0,0,MOW,1.0,Aviakassa,2022-02-05T09:44:51,0,WAW,2022-06-14,AY,True
2438,5166.0,0,MOW,0.0,KupiBilet.ru,2022-02-07T18:11:05,0,GDZ,2022-06-24,U6,True
2439,14952.0,0,MOW,1.0,KupiBilet.ru,2022-02-07T14:59:42,0,KQT,2022-06-15,S7,True
2440,32559.0,0,MOW,1.0,OneTwoTrip,2022-02-07T02:15:05,0,PDX,2022-06-07,SU,True
2441,8446.0,0,MOW,1.0,KupiBilet.ru,2022-02-07T17:46:44,0,PUY,2022-06-21,W9,True
2442,8870.0,0,MOW,0.0,Kiwi.com,2022-02-09T10:28:57,0,AMS,2022-06-30,KL,True
2443,21396.0,0,MOW,2.0,Kiwi.com,2022-02-06T12:05:30,0,PAS,2022-06-11,W6,True
2444,5181.0,0,MOW,1.0,Kiwi.com,2022-02-09T09:54:20,0,TLV,2022-06-02,5W,True
2445,14905.0,0,MOW,1.0,SuperSaver,2022-02-02T11:49:17,0,URA,2022-06-05,KC,True
2446,11706.0,0,MOW,2.0,Kiwi.com,2022-02-07T18:43:17,0,TRS,2022-06-09,BA,True
2447,32833.0,0,MOW,2.0,KupiBilet.ru,2022-02-07T20:23:41,0,SAV,2022-06-18,TK,True
2448,10694.0,0,MOW,1.0,Kiwi.com,2022-02-07T16:51:01,0,RBA,2022-06-23,BA,True
2449,5433.0,0,MOW,1.0,SuperKassa.ru,2022-02-09T10:01:07,0,SIP,2022-06-07,R3,True
2450,14959.0,0,MOW,1.0,SuperSaver,2022-02-07T13:12:25,0,GUW,2022-06-27,KC,True
2451,11152.0,0,MOW,2.0,Kiwi.com,2022-02-06T10:39:26,0,FEZ,2022-06-03,A3,True
2452,9937.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T13:34:27,0,RGK,2022-06-02,N4,True
2453,6710.0,0,MOW,1.0,Kiwi.com,2022-02-09T10:47:36,0,ATH,2022-06-07,W6,True
2454,7424.0,0,MOW,2.0,Kiwi.com,2022-02-06T12:47:47,0,ALC,2022-06-21,W9,True
2455,27034.0,0,MOW,3.0,OneTwoTrip,2022-02-06T09:59:42,0,YEA,2022-06-21,WS,True
2456,32371.0,0,MOW,2.0,Kiwi.com,2022-02-08T12:32:49,0,GCM,2022-06-01,SU,True
2457,27303.0,0,MOW,2.0,Aviakassa,2022-02-09T04:53:08,0,CHI,2022-06-01,TK,True
2458,28837.0,0,MOW,1.0,SuperKassa.ru,2022-02-08T23:41:40,0,FLL,2022-06-03,SU,True
2459,20697.0,0,MOW,3.0,Tickets.ru,2022-02-04T20:02:19,0,SMA,2022-06-13,BA,True
2460,18514.0,0,MOW,1.0,Kiwi.com,2022-02-07T18:08:26,0,BGW,2022-06-01,PC,True
2461,4255.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T06:20:50,0,OVB,2022-06-19,R3,True
2462,4423.0,0,MOW,0.0,Mytrip.com,2022-02-05T07:29:24,0,REN,2022-06-02,N4,True
2463,25520.0,0,MOW,2.0,Biletix,2022-02-08T10:50:48,0,CPT,2022-06-01,EY,True
2464,20659.0,0,MOW,2.0,Kiwi.com,2022-02-05T18:57:12,0,ESU,2022-06-28,FR,True
2465,32374.0,0,MOW,1.0,Kiwi.com,2022-02-07T08:28:38,0,ORF,2022-06-11,SU,True
2466,3480.0,0,MOW,0.0,OneTwoTrip,2022-02-02T15:35:36,0,ESL,2022-06-17,A4,True
2467,5055.0,0,MOW,0.0,Utair,2022-02-04T03:14:23,0,KGP,2022-06-25,UT,True
2468,33568.0,0,MOW,2.0,KupiBilet.ru,2022-02-09T03:18:06,0,MEX,2022-06-06,TK,True
2469,19587.0,0,MOW,2.0,Wingie,2022-02-06T22:09:39,0,CCJ,2022-06-09,TK,True
2470,7335.0,0,MOW,2.0,Kiwi.com,2022-02-07T20:56:50,0,CAG,2022-06-21,W9,True
2471,6610.0,0,MOW,0.0,OneTwoTrip,2022-02-09T08:30:28,0,TAS,2022-06-16,S7,True
2472,34728.0,0,MOW,4.0,KupiBilet.ru,2022-02-08T09:39:12,0,RIO,2022-06-21,AF,True
2473,2306.0,0,MOW,0.0,City.Travel,2022-02-07T17:50:06,0,LPK,2022-06-26,S7,True
2474,8874.0,0,MOW,0.0,Tinkoff,2022-02-08T21:39:15,0,AYT,2022-06-30,DP,True
2475,3795.0,0,MOW,0.0,Utair,2022-02-07T15:33:09,0,STW,2022-06-18,UT,True
2476,11300.0,0,MOW,2.0,Trip.com,2022-02-07T12:24:33,0,HRK,2022-06-01,W6,True
2477,33858.0,0,MOW,1.0,TAP Portugal,2022-02-07T03:25:02,0,MPM,2022-06-17,TP,True
2478,3257.0,0,MOW,0.0,SuperSaver,2022-02-04T14:57:23,0,VOG,2022-06-02,DP,True
2479,20134.0,0,MOW,1.0,Kiwi.com,2022-02-05T18:07:25,0,MED,2022-06-02,PC,True
2480,34763.0,0,MOW,1.0,SuperSaver,2022-02-03T19:53:28,0,JRO,2022-06-06,QR,True
2481,12268.0,0,MOW,2.0,Kiwi.com,2022-02-07T09:24:19,0,LEI,2022-06-14,BA,True
2482,10347.0,0,MOW,1.0,KupiBilet.ru,2022-02-02T11:04:45,0,NUE,2022-06-18,W6,True
2483,8920.0,0,MOW,1.0,MEGO.travel,2022-02-06T11:03:13,0,ZRH,2022-06-01,AY,True
2484,11861.0,0,MOW,2.0,Kiwi.com,2022-02-09T03:13:23,0,OMR,2022-06-02,BA,True
2485,25852.0,0,MOW,2.0,Mytrip.com,2022-02-06T14:45:47,0,PNH,2022-06-28,WY,True
2486,3899.0,0,MOW,0.0,OneTwoTrip,2022-02-06T15:03:45,0,KVX,2022-06-18,DP,True
2487,8099.0,0,MOW,1.0,KupiBilet.ru,2022-02-02T18:05:47,0,FLR,2022-06-21,W9,True
2488,11330.0,0,MOW,0.0,Utair,2022-02-09T10:38:18,0,DYU,2022-06-06,UT,True
2489,7209.0,0,MOW,1.0,Kiwi.com,2022-02-05T12:03:34,0,FAO,2022-06-25,W9,True
2490,5891.0,0,MOW,0.0,SuperKassa.ru,2022-02-09T09:08:29,0,NYA,2022-06-14,IO,True
2491,11000.0,0,MOW,0.0,BiletDV.ru,2022-02-09T02:52:52,0,KHV,2022-06-25,SU,True
2492,18321.0,0,MOW,1.0,SuperSaver,2022-02-09T05:56:57,0,HKG,2022-06-01,TK,True
2493,24938.0,0,MOW,2.0,Kiwi.com,2022-02-04T04:20:03,0,TIP,2022-06-01,A3,True
2494,12174.0,0,MOW,1.0,Trip.com,2022-02-06T10:33:10,0,KVA,2022-06-01,A3,True
2495,5733.0,0,MOW,0.0,MEGO.travel,2022-02-09T10:55:46,0,EVN,2022-06-01,SU,True
2496,6200.0,0,MOW,0.0,Yamal.ru,2022-02-08T04:04:26,0,NUX,2022-06-09,YC,True
2497,11000.0,0,MOW,0.0,BiletDV.ru,2022-02-09T00:45:32,0,PKC,2022-06-10,SU,True
2498,7021.0,0,MOW,0.0,SuperSaver,2022-02-09T05:17:57,0,TMJ,2022-06-18,HY,True
2499,10904.0,0,MOW,2.0,Kiwi.com,2022-02-03T10:49:29,0,POZ,2022-06-01,LO,True
2500,28425.0,0,MOW,1.0,Aviakassa,2022-02-04T07:48:52,0,WAS,2022-07-12,TK,True
2501,10387.0,0,MOW,1.0,Aviakassa,2022-02-07T23:47:13,0,SPU,2022-07-23,AY,True
2502,11161.0,0,MOW,1.0,OneTwoTrip,2022-02-07T16:47:53,0,ABA,2022-07-01,S7,True
2503,13384.0,0,MOW,0.0,OneTwoTrip,2022-02-09T07:19:59,0,CAI,2022-07-21,SU,True
2504,11020.0,0,MOW,1.0,Kiwi.com,2022-02-08T16:11:59,0,GZT,2022-07-01,PC,True
2505,9272.0,0,MOW,2.0,Tickets.ru,2022-02-03T20:28:15,0,BHX,2022-07-21,W6,True
2506,8126.0,0,MOW,1.0,Aviakassa,2022-02-05T22:13:42,0,PRG,2022-07-03,AY,True
2507,9944.0,0,MOW,1.0,SuperSaver,2022-02-08T19:27:04,0,LCA,2022-07-21,A3,True
2508,8610.0,0,MOW,1.0,MEGO.travel,2022-02-08T11:17:24,0,TLL,2022-07-06,AY,True
2509,12227.0,0,MOW,0.0,OneTwoTrip,2022-02-08T18:00:56,0,GBB,2022-07-18,N4,True
2510,9004.0,0,MOW,2.0,KupiBilet.ru,2022-02-03T18:45:52,0,JTR,2022-07-30,W6,True
2511,22598.0,0,MOW,1.0,SuperSaver,2022-02-09T07:49:13,0,BJS,2022-07-01,EY,True
2512,3799.0,0,MOW,0.0,OneTwoTrip,2022-02-07T23:31:03,0,ASF,2022-07-27,DP,True
2513,6490.0,0,MOW,1.0,KupiBilet.ru,2022-02-07T09:13:49,0,DUB,2022-07-10,W9,True
